FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073
PLST,TX,050,00,00,000,03,0000067,0500000US48131,48131,3,7,48,01779801,131,H1,01383851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10860,2,204,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645084668,5478267,Duval,Duval County,A,,9831,4396,+27.6811232,-098.4973933,06,,,7512,5007,3741,157,42,41,0,1026,2505,2495,5,30,0,0,2452,5,0,1,0,1,0,0,0,0,1,10,0,0,0,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7512,5963,1549,1024,819,145,12,41,0,7,525,521,1,9,0,0,505,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000068,0500000US48133,48133,3,7,48,01779801,133,H1,01383852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399644791,14002299,Eastland,Eastland County,A,,17725,9341,+32.3246454,-098.8365596,06,,,13986,12998,11781,293,109,85,15,715,988,936,36,260,22,2,590,6,4,0,0,0,3,13,0,0,0,47,16,0,0,9,3,0,14,1,1,1,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13986,1953,12033,11621,11156,288,68,76,15,18,412,387,36,245,22,2,72,6,4,0,0,0,0,0,0,0,0,24,16,0,0,3,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000069,0500000US48135,48135,3,7,48,01779801,135,H1,01383853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36220,1,372,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325440847,10256582,Ector,Ector County,A,,165171,66086,+31.8653008,-102.5425068,06,,,119460,92698,59884,5784,1238,1820,210,23762,26762,26413,361,1182,221,30,24063,27,16,10,195,0,2,228,10,55,13,330,37,3,3,48,5,0,203,1,21,0,3,0,4,2,0,0,0,0,0,0,16,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,119460,68159,51301,49231,40953,5520,467,1775,198,318,2070,2013,308,1006,206,22,359,21,16,10,30,0,0,12,5,18,0,56,24,0,3,15,5,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000070,0500000US48137,48137,3,7,48,01779801,137,H1,01383854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485263220,5196312,Edwards,Edwards County,A,,1422,963,+29.9859327,-100.3073997,06,,,1140,896,796,2,8,6,1,83,244,225,0,16,0,0,204,4,0,0,0,0,0,1,0,0,0,14,0,0,0,2,0,1,5,3,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1140,528,612,586,570,2,5,6,1,2,26,19,0,14,0,0,0,4,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000071,0500000US48139,48139,3,7,48,01779801,139,H1,01383856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100,1,206,19124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2423575726,41976132,Ellis,Ellis County,A,,192455,68531,+32.3468783,-096.7969403,06,,,140984,124577,90990,17264,1233,1195,143,13752,16407,15943,644,2340,352,52,11981,130,35,7,149,0,4,196,18,20,15,420,99,9,0,39,16,4,196,23,18,0,4,0,8,0,0,0,0,0,4,0,43,1,0,25,4,4,1,6,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,140984,33562,107422,103014,83519,17079,555,1172,142,547,4408,4239,602,2147,329,48,864,130,35,7,52,0,4,1,18,2,0,146,82,9,0,13,13,4,1,20,0,0,4,0,0,0,0,0,0,0,0,0,23,1,0,11,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000072,0500000US48141,48141,3,7,48,01779801,141,H1,01383855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21340,1,238,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624264468,5322143,El Paso,El Paso County,A,,865657,317894,+31.7664803,-106.2414234,06,,,644962,413775,235240,21269,7789,9756,1283,138438,231187,227200,1663,3080,1864,164,216130,308,231,47,1232,53,7,1706,236,368,111,3635,237,79,7,512,86,5,2110,63,412,38,1,0,34,7,7,3,2,21,0,11,293,60,0,162,0,17,0,1,43,0,8,0,0,0,0,2,55,7,40,7,0,0,1,4,4,644962,524130,120832,113760,81341,18993,1855,8930,1084,1557,7072,6627,1321,1575,1543,118,1105,237,204,47,229,10,2,20,201,14,1,386,131,58,7,37,48,2,26,55,3,1,0,0,0,7,0,0,2,3,0,6,52,39,0,8,0,2,0,1,0,0,2,0,0,0,0,0,7,6,1,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000073,0500000US48143,48143,3,7,48,01779801,143,H1,01383857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805419702,17166728,Erath,Erath County,A,,42545,18325,+32.2366609,-098.2205073,06,,,33837,30925,26618,1112,296,256,14,2629,2912,2755,91,595,58,2,1908,6,2,0,20,6,0,30,32,5,0,147,70,5,3,32,1,0,25,3,3,0,0,0,0,0,0,2,0,0,0,3,10,1,0,1,0,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33837,6339,27498,26433,24826,1086,170,256,13,82,1065,947,83,567,55,2,188,6,2,0,1,6,0,5,32,0,0,114,70,5,3,32,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000074,0500000US48145,48145,3,7,48,01779801,145,H1,01383858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47380,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982623099,21693053,Falls,Falls County,A,,16968,7420,+31.2519298,-096.9341275,06,,,13446,12541,8095,2931,103,47,8,1357,905,880,59,143,12,0,613,6,3,0,14,1,0,23,0,6,0,23,7,0,0,5,3,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13446,2791,10655,10363,7321,2909,49,47,8,29,292,279,54,129,7,0,74,6,0,0,8,1,0,0,0,0,0,13,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000075,0500000US48147,48147,3,7,48,01779801,147,H1,01383859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14300,2,206,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307251052,20847065,Fannin,Fannin County,A,,35662,14640,+33.5911611,-096.1049882,06,,,28127,26435,22603,1906,315,128,25,1458,1692,1637,108,692,79,2,702,12,0,4,3,8,0,23,0,4,0,49,22,0,1,0,5,0,12,0,2,0,4,0,0,0,0,0,0,1,0,2,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28127,2816,25311,24233,21882,1894,241,125,20,71,1078,1047,99,675,77,2,169,12,0,4,1,8,0,0,0,0,0,29,18,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000076,0500000US48149,48149,3,7,48,01779801,149,H1,01383860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460316903,25574662,Fayette,Fayette County,A,,24435,13122,+29.8778861,-096.9212309,06,,,19396,17747,15164,1041,132,61,0,1349,1649,1601,48,224,17,2,1243,7,0,0,22,3,3,25,2,0,5,45,13,0,0,2,0,0,20,4,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19396,3423,15973,15572,14404,1017,45,57,0,49,401,378,44,189,17,1,115,7,0,0,1,2,0,0,2,0,0,20,13,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000077,0500000US48151,48151,3,7,48,01779801,151,H1,01383861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328272103,7258480,Fisher,Fisher County,A,,3672,2109,+32.7404728,-100.4031198,06,,,2862,2615,2297,74,30,14,2,198,247,239,8,37,0,3,186,1,0,0,0,0,0,3,1,0,0,8,0,1,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,689,2173,2123,2010,72,15,13,2,11,50,49,3,33,0,1,11,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000078,0500000US48153,48153,3,7,48,01779801,153,H1,01383862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569637283,983737,Floyd,Floyd County,A,,5402,2603,+34.0737305,-101.3032742,06,,,3929,3001,2423,101,11,6,5,455,928,908,8,33,1,2,853,8,0,0,3,0,0,0,0,0,0,14,1,0,0,0,0,0,8,0,2,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3929,2023,1906,1842,1736,92,3,6,1,4,64,55,7,27,1,0,12,8,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000079,0500000US48155,48155,3,7,48,01779801,155,H1,01383863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824378631,8514741,Foard,Foard County,A,,1095,571,+33.9633063,-099.8168285,06,,,899,854,775,11,0,2,1,65,45,36,1,12,0,2,17,0,0,0,2,0,0,1,0,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,899,136,763,739,727,11,0,0,1,0,24,21,1,12,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000080,0500000US48157,48157,3,7,48,01779801,157,H1,01383864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420,1,288,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231836834,60950681,Fort Bend,Fort Bend County,A,,822779,277910,+29.5266017,-095.7710149,06,,,596993,527148,212278,123103,3311,135087,271,53098,69845,67448,2644,3441,3242,106,53325,560,434,68,1926,165,13,830,271,376,47,2150,365,100,4,316,76,3,925,43,175,6,10,3,64,11,33,0,0,7,0,9,217,54,2,108,4,25,0,7,11,2,0,0,3,0,1,0,30,10,17,3,0,0,0,0,0,596993,135560,461433,447147,187278,121625,893,134577,209,2565,14286,13468,2453,2911,3087,90,2525,520,419,68,739,151,13,19,249,219,5,698,284,89,4,83,55,3,25,43,31,2,7,3,24,11,20,0,0,7,0,7,111,54,2,28,4,13,0,7,0,0,0,0,3,0,0,0,9,5,4,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000081,0500000US48159,48159,3,7,48,01779801,159,H1,01383865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736569935,26875120,Franklin,Franklin County,A,,10359,5089,+33.1758457,-095.2190662,06,,,8023,7375,6506,276,68,46,6,473,648,616,15,223,11,4,346,5,0,3,0,0,0,7,0,2,0,30,13,0,0,12,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8023,967,7056,6739,6343,273,39,46,6,32,317,306,14,214,11,2,57,5,0,3,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000082,0500000US48161,48161,3,7,48,01779801,161,H1,01383866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273311866,36936963,Freestone,Freestone County,A,,19435,9030,+31.7017487,-096.1449568,06,,,15292,14549,10711,2293,119,51,9,1366,743,706,60,206,15,0,375,16,0,0,1,0,0,9,8,8,8,26,0,3,1,0,2,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,15292,2086,13206,12859,10431,2275,63,44,6,40,347,338,55,179,15,0,64,16,0,0,1,0,0,0,8,0,0,6,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000083,0500000US48163,48163,3,7,48,01779801,163,H1,01383867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37770,2,484,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935753502,2193621,Frio,Frio County,A,,18385,6340,+28.8693828,-099.1090050,06,,,13825,11159,6373,664,96,178,5,3843,2666,2651,16,50,0,0,2557,3,0,0,10,0,0,11,0,4,0,15,0,0,0,0,1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13825,10302,3523,3443,2534,654,24,178,5,48,80,76,11,25,0,0,39,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000084,0500000US48165,48165,3,7,48,01779801,165,H1,01383868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891102467,1262946,Gaines,Gaines County,A,,21598,7642,+32.7439423,-102.6315614,06,,,14135,11634,9829,191,83,52,7,1472,2501,2466,7,105,11,2,2309,6,5,0,0,0,2,8,4,7,0,30,0,0,1,0,7,0,20,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,14135,5544,8591,8415,8136,173,30,50,3,23,176,158,7,88,11,2,39,6,5,0,0,0,0,0,0,0,0,13,0,0,1,0,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000085,0500000US48167,48167,3,7,48,01779801,167,H1,01383869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420,1,288,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982346326,1281011355,Galveston,Galveston County,A,,350682,156191,+29.2334530,-094.8884558,06,,,267382,236041,170251,32769,2055,9874,232,20860,31341,30280,1155,3835,1080,99,22944,182,92,9,444,21,3,259,66,68,23,971,170,33,0,101,40,4,490,37,74,5,0,0,4,0,6,0,0,0,7,0,82,7,0,51,1,8,1,3,9,0,0,0,2,0,0,0,7,7,0,0,0,0,0,1,1,267382,60159,207223,199089,155020,32289,868,9707,182,1023,8134,7791,1052,3422,1023,93,1689,163,91,9,147,13,3,6,63,17,0,310,133,27,0,22,34,4,22,37,13,3,0,0,4,0,5,0,0,0,6,0,25,4,0,9,1,8,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,1,1
PLST,TX,050,00,00,000,03,0000086,0500000US48169,48169,3,7,48,01779801,169,H1,01383870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313937124,7209242,Garza,Garza County,A,,5816,2126,+33.1837920,-101.3011341,06,,,4789,4492,3733,225,20,20,0,494,297,282,19,13,2,0,238,0,2,0,1,0,0,3,4,0,0,11,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4789,2701,2088,2031,1798,187,16,20,0,10,57,46,10,11,2,0,14,0,2,0,1,0,0,2,4,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000087,0500000US48171,48171,3,7,48,01779801,171,H1,01383871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23240,2,314,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740731305,9000601,Gillespie,Gillespie County,A,,26725,14128,+30.3250929,-098.9418498,06,,,21921,19540,18059,71,133,110,1,1166,2381,2343,43,343,31,9,1886,2,3,0,7,1,1,15,0,2,0,32,0,1,0,2,0,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21921,3944,17977,17444,17137,62,58,109,1,77,533,526,36,302,25,9,149,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000088,0500000US48173,48173,3,7,48,01779801,173,H1,01383872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331552974,2245302,Glasscock,Glasscock County,A,,1116,525,+31.8680062,-101.5214944,06,,,844,738,654,8,3,0,3,70,106,99,2,6,0,0,89,2,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,844,267,577,575,564,8,0,0,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000089,0500000US48175,48175,3,7,48,01779801,175,H1,01383873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47020,1,544,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206698612,19050015,Goliad,Goliad County,A,,7012,3503,+28.6607000,-097.4304145,06,,,5500,4770,4100,214,27,28,0,401,730,704,13,68,6,0,604,0,0,0,10,0,0,0,0,3,0,16,5,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5500,1633,3867,3737,3505,186,14,24,0,8,130,118,12,61,6,0,36,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000090,0500000US48177,48177,3,7,48,01779801,177,H1,01383874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2762704862,8204086,Gonzales,Gonzales County,A,,19653,8919,+29.4619121,-097.4919205,06,,,14689,12480,8917,888,118,53,10,2494,2209,2168,41,135,15,4,1894,0,0,0,31,1,0,35,0,12,0,28,4,0,0,2,0,0,19,1,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,5,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,14689,6585,8104,7844,6868,852,37,50,6,31,260,237,37,114,13,4,57,0,0,0,1,1,0,3,0,7,0,15,4,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000091,0500000US48179,48179,3,7,48,01779801,179,H1,01383875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37420,2,108,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398261679,8700790,Gray,Gray County,A,,21227,9996,+35.4025424,-100.8123736,06,,,16102,14400,11468,736,162,106,0,1928,1702,1674,58,344,24,0,1228,3,0,1,2,1,5,8,0,0,0,27,0,0,0,0,0,0,20,1,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16102,4097,12005,11513,10552,719,109,105,0,28,492,484,46,322,24,0,83,3,0,0,1,0,5,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000092,0500000US48181,48181,3,7,48,01779801,181,H1,01383876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43300,1,206,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416033533,120074902,Grayson,Grayson County,A,,135543,58572,+33.6245240,-096.6756930,06,,,103923,95046,79825,5744,1719,1500,59,6199,8877,8580,547,3204,266,37,4258,80,12,6,51,4,0,78,13,19,5,272,90,7,7,24,8,8,101,6,6,0,0,0,3,0,0,0,2,0,0,10,24,0,0,20,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,103923,12990,90933,85924,77134,5650,1375,1477,48,240,5009,4845,531,3109,254,33,784,73,12,6,18,3,0,0,13,8,1,151,80,7,7,11,8,8,16,6,6,0,0,0,0,0,0,0,2,0,0,0,13,0,0,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
