FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073
PLST,TX,050,00,00,000,03,0000041,0500000US48079,48079,3,7,48,01779801,079,H1,01383825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007453830,229068,Cochran,Cochran County,A,,2547,1242,+33.6084401,-102.8304490,06,,,1817,1518,1052,57,6,4,0,399,299,289,0,13,3,0,268,2,0,0,0,0,0,2,1,0,0,8,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,1019,798,768,709,57,2,0,0,0,30,30,0,11,3,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000042,0500000US48081,48081,3,7,48,01779801,081,H1,01383826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361153198,42331832,Coke,Coke County,A,,3285,2130,+31.8771104,-100.6352305,06,,,2634,2371,2191,7,28,1,6,138,263,257,2,63,0,1,187,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634,471,2163,2067,2036,7,15,1,6,2,96,93,0,63,0,1,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000043,0500000US48083,48083,3,7,48,01779801,083,H1,01383827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270933224,47963343,Coleman,Coleman County,A,,7684,4875,+31.9142052,-099.3466223,06,,,6165,5805,5352,113,54,25,0,261,360,340,6,124,0,2,195,0,4,0,0,0,0,2,4,1,2,16,5,0,0,1,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6165,815,5350,5184,4994,111,33,25,0,21,166,157,5,115,0,2,27,0,4,0,0,0,0,0,4,0,0,9,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000044,0500000US48085,48085,3,7,48,01779801,085,H1,01383828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100,1,206,19124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178839147,115550728,Collin,Collin County,A,,1064465,403481,+33.1944942,-096.5794280,06,,,786838,712145,449009,78760,5344,136533,549,41950,74693,71520,4166,9959,6285,298,46986,687,443,44,1107,107,20,671,315,379,53,2883,586,163,13,349,173,6,1092,185,239,17,6,1,16,19,13,5,0,0,0,0,271,50,0,153,0,11,0,14,27,8,6,2,0,0,0,0,14,7,5,0,0,2,0,5,5,786838,112750,674088,646122,425932,77643,2770,136123,485,3169,27966,26664,3924,9178,6071,272,4952,637,430,37,495,91,20,12,289,240,16,1214,480,144,13,120,139,6,42,180,48,2,6,1,0,15,13,5,0,0,0,0,79,42,0,19,0,6,0,10,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,2,2
PLST,TX,050,00,00,000,03,0000045,0500000US48087,48087,3,7,48,01779801,087,H1,01383829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378749928,2279194,Collingsworth,Collingsworth County,A,,2652,1481,+34.9633577,-100.2721351,06,,,1988,1807,1502,91,26,9,1,178,181,168,0,24,1,0,134,2,0,0,0,0,0,0,5,0,2,13,0,0,2,0,2,0,0,0,5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,520,1468,1423,1309,88,18,7,1,0,45,38,0,24,0,0,7,2,0,0,0,0,0,0,5,0,0,7,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000046,0500000US48089,48089,3,7,48,01779801,089,H1,01383830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2487142713,34691168,Colorado,Colorado County,A,,20557,9992,+29.5962960,-096.5089347,06,,,16093,14542,10866,1756,71,70,0,1779,1551,1527,42,155,17,3,1266,0,0,4,14,0,0,25,1,0,0,21,2,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16093,4026,12067,11768,9930,1729,12,67,0,30,299,283,38,144,17,0,80,0,0,4,0,0,0,0,0,0,0,14,2,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000047,0500000US48091,48091,3,7,48,01779801,091,H1,01383831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41700,1,484,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449171061,39766953,Comal,Comal County,A,,161501,69939,+29.8123773,-098.2581288,06,,,126535,108355,95280,3047,900,1593,130,7405,18180,17535,395,2150,584,52,13988,41,20,0,121,17,1,108,36,19,3,604,73,23,0,63,29,3,305,42,51,4,0,0,11,0,0,0,0,0,0,0,30,5,0,24,0,0,0,0,0,0,1,0,0,0,0,0,11,3,1,5,2,0,0,0,0,126535,30300,96235,92109,86680,2886,415,1498,108,522,4126,3948,353,1882,545,48,991,41,18,0,24,17,0,1,26,1,1,166,39,23,0,11,29,3,14,42,2,2,0,0,1,0,0,0,0,0,0,0,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000048,0500000US48093,48093,3,7,48,01779801,093,H1,01383832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428768926,25719485,Comanche,Comanche County,A,,13594,6912,+31.9516447,-098.5496169,06,,,10566,9471,8337,26,81,33,1,993,1095,1056,24,193,3,6,819,5,0,0,3,0,0,3,0,0,0,33,0,0,0,5,4,4,15,0,1,0,0,0,2,0,1,0,0,1,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10566,2506,8060,7793,7677,25,38,33,1,19,267,252,16,178,3,6,44,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,4,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000049,0500000US48095,48095,3,7,48,01779801,095,H1,01383833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547914005,25740025,Concho,Concho County,A,,3303,1407,+31.3188831,-099.8636485,06,,,2851,2637,2215,75,15,19,0,313,214,203,5,18,1,0,169,1,0,0,1,3,1,0,3,1,0,8,0,0,0,3,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2851,815,2036,1992,1885,66,9,19,0,13,44,36,5,14,0,0,12,0,0,0,1,0,1,0,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000050,0500000US48097,48097,3,7,48,01779801,097,H1,01383834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23620,2,206,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265789885,61319327,Cooke,Cooke County,A,,41668,17716,+33.6391964,-097.2103433,06,,,31523,28618,25054,881,360,254,17,2052,2905,2849,113,766,57,5,1850,13,0,4,4,0,0,26,3,0,8,56,20,3,3,0,1,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31523,5132,26391,25244,23797,863,244,247,10,83,1147,1120,102,734,53,5,215,7,0,0,0,0,0,0,3,0,1,27,20,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000051,0500000US48099,48099,3,7,48,01779801,099,H1,01383835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28660,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725308519,11833644,Coryell,Coryell County,A,,83093,28717,+31.3911774,-097.7980223,06,,,62606,56507,39344,9319,502,1591,687,5064,6099,5734,672,1003,454,49,2970,75,65,32,250,3,4,63,65,13,16,332,114,22,2,75,14,3,69,17,12,2,0,0,0,1,0,0,0,0,1,0,22,0,1,19,0,0,0,0,1,0,0,0,1,0,0,0,10,7,3,0,0,0,0,1,1,62606,11259,51347,48411,36642,9008,321,1551,664,225,2936,2776,616,906,424,45,426,66,65,32,116,3,4,5,65,3,0,157,88,21,2,11,12,3,1,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000052,0500000US48101,48101,3,7,48,01779801,101,H1,01383836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332448732,2723997,Cottle,Cottle County,A,,1380,891,+34.0919063,-100.2764416,06,,,1097,1007,838,69,2,0,2,96,90,79,5,15,0,0,41,6,0,0,4,0,0,1,5,1,1,10,0,2,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1097,226,871,836,764,69,2,0,1,0,35,25,5,15,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,2,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000053,0500000US48103,48103,3,7,48,01779801,103,H1,01383837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033319687,1695980,Crane,Crane County,A,,4675,1823,+31.4227965,-102.4877739,06,,,3351,2611,1867,61,26,21,0,636,740,732,2,36,1,0,688,0,0,0,0,0,0,3,2,0,0,7,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3351,2087,1264,1220,1130,55,14,21,0,0,44,41,2,30,1,0,6,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000054,0500000US48105,48105,3,7,48,01779801,105,H1,01383838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7270935061,53329,Crockett,Crockett County,A,,3098,1592,+30.7175316,-101.4042113,06,,,2394,1852,1462,14,21,7,1,347,542,533,5,26,0,2,486,1,2,0,0,0,0,8,0,3,0,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2394,1416,978,935,902,14,6,7,0,6,43,40,1,22,0,2,10,1,2,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000055,0500000US48107,48107,3,7,48,01779801,107,H1,01383839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31180,1,352,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331503429,3873557,Crosby,Crosby County,A,,5133,2652,+33.6091440,-101.2987099,06,,,3812,3289,2508,106,24,11,0,640,523,495,3,28,2,2,452,0,0,3,5,0,0,0,0,0,0,25,4,0,0,3,0,0,10,0,0,0,2,0,2,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3812,1873,1939,1872,1760,92,3,11,0,6,67,54,3,22,2,2,22,0,0,3,0,0,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000056,0500000US48109,48109,3,7,48,01779801,109,H1,01383840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9873439554,556134,Culberson,Culberson County,A,,2188,1070,+31.4459085,-104.5269447,06,,,1721,1263,807,21,19,18,0,398,458,439,0,8,7,0,412,5,0,0,2,0,1,2,1,1,0,16,3,2,0,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1721,1252,469,445,396,20,9,18,0,2,24,21,0,6,7,0,4,0,0,0,0,0,1,2,1,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000057,0500000US48111,48111,3,7,48,01779801,111,H1,01383841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893095084,5180577,Dallam,Dallam County,A,,7115,3039,+36.2863696,-102.5940204,06,,,5022,3858,2801,58,73,10,3,913,1164,1156,28,43,0,0,1058,5,0,0,4,10,0,8,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5022,2447,2575,2489,2374,58,34,10,3,10,86,85,28,43,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000058,0500000US48113,48113,3,7,48,01779801,113,H1,01383842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100,1,206,19124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261201323,91898226,Dallas,Dallas County,A,,2613539,1038656,+32.7669866,-096.7784238,06,,,1972578,1680090,752794,431270,22707,142646,1281,329392,292488,283513,9180,16243,7323,419,233752,3219,1085,187,3946,218,36,6498,393,770,244,8082,1575,306,29,946,215,41,3894,256,406,38,68,9,162,57,39,10,10,10,5,6,766,130,8,460,18,47,0,31,48,3,17,0,1,0,3,0,119,53,54,1,6,5,0,8,8,1972578,722471,1250107,1204056,622696,426479,5406,141601,922,6952,46051,43077,8494,13517,6980,374,7047,2985,1048,185,1490,178,17,78,367,304,13,2693,1305,273,26,295,165,32,85,221,70,5,63,9,70,45,17,7,3,2,0,0,235,95,5,79,18,13,0,22,0,0,3,0,0,0,0,0,46,30,11,0,0,5,0,0,0
PLST,TX,050,00,00,000,03,0000059,0500000US48115,48115,3,7,48,01779801,115,H1,01383843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29500,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331781561,4720730,Dawson,Dawson County,A,,12456,4859,+32.7425280,-101.9487714,06,,,9450,8115,5775,811,66,46,4,1413,1335,1309,17,55,4,0,1220,0,0,0,2,0,0,8,0,3,0,16,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,9450,4733,4717,4625,3754,790,16,46,4,15,92,83,9,42,4,0,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000060,0500000US48117,48117,3,7,48,01779801,117,H1,01383845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25820,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3876750568,3926557,Deaf Smith,Deaf Smith County,A,,18583,6974,+34.9407663,-102.6075637,06,,,12949,9928,6550,121,149,47,0,3061,3021,2996,24,98,7,1,2811,0,0,0,18,4,0,26,0,0,7,25,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12949,9156,3793,3655,3472,77,42,28,0,36,138,137,17,71,7,1,37,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000061,0500000US48119,48119,3,7,48,01779801,119,H1,01383846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665192108,54648180,Delta,Delta County,A,,5230,2420,+33.3859329,-095.6733504,06,,,4081,3835,3437,238,37,26,5,92,246,232,19,120,4,1,81,0,0,0,3,0,2,0,1,1,0,4,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4081,252,3829,3674,3361,238,32,26,5,12,155,152,19,115,4,1,10,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000062,0500000US48121,48121,3,7,48,01779801,121,H1,01383847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100,1,206,19124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275318245,189471919,Denton,Denton County,A,,906422,348275,+33.2051320,-097.1211403,06,,,678416,603481,411478,71706,5519,68664,557,45557,74935,71738,3866,10494,4397,326,48854,796,425,59,1113,99,0,780,233,247,49,2908,619,141,9,362,149,15,1127,151,210,15,25,0,48,17,11,4,0,2,0,3,269,48,1,165,6,5,0,15,19,0,8,2,0,0,0,0,20,3,11,3,2,0,1,0,0,678416,122901,555515,530071,385461,70428,2752,68255,484,2691,25444,24230,3610,9685,4212,307,4358,737,391,59,425,85,0,20,216,116,9,1124,508,127,5,69,115,15,44,146,32,5,22,0,13,11,5,4,0,0,0,3,87,35,1,26,6,0,0,15,2,0,2,0,0,0,0,0,3,1,0,0,2,0,0,0,0
PLST,TX,050,00,00,000,03,0000063,0500000US48123,48123,3,7,48,01779801,123,H1,01383844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354237965,3919919,DeWitt,DeWitt County,A,,19824,9182,+29.0823457,-097.3616543,06,,,15418,13981,10565,1279,91,59,7,1980,1437,1381,39,143,8,0,1167,5,0,1,10,0,0,8,0,0,0,50,7,0,0,3,0,0,32,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,15418,4826,10592,10333,8969,1239,32,59,2,32,259,239,36,115,8,0,76,3,0,1,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000064,0500000US48125,48125,3,7,48,01779801,125,H1,01383848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335454676,9057848,Dickens,Dickens County,A,,1770,1165,+33.6153628,-100.7876173,06,,,1369,1240,1080,21,12,1,0,126,129,105,4,20,1,0,76,0,0,0,0,0,0,2,1,0,1,10,2,0,0,1,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,10,0,0,3,1,2,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,1369,339,1030,991,969,15,0,1,0,6,39,30,4,15,1,0,8,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000065,0500000US48127,48127,3,7,48,01779801,127,H1,01383849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3441795903,14575999,Dimmit,Dimmit County,A,,8615,3980,+28.4235871,-099.7658713,06,,,6308,4066,2808,63,42,61,6,1086,2242,2222,11,27,0,1,2172,0,3,0,2,0,0,5,0,1,0,16,0,0,0,0,0,0,9,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,6308,5387,921,882,746,59,6,58,6,7,39,39,7,20,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000066,0500000US48129,48129,3,7,48,01779801,129,H1,01383850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400676098,15901856,Donley,Donley County,A,,3258,1942,+34.9550364,-100.8158457,06,,,2591,2412,2152,121,30,10,1,98,179,160,17,71,1,2,59,0,0,0,0,1,0,0,6,3,0,11,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2591,232,2359,2249,2089,121,26,10,1,2,110,101,14,68,1,2,9,0,0,0,0,1,0,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
